PATH,BEGBAT,ENDBAT,CALLTR,MEDTYP,BAND,MEDCODE,OFFCD,ADVTN,PRODN,INVDAT,ESTCODE,INVNO,BRODMN,ADVTC,PRODC,RUNDAT,TIMEDAY,TYPE,COPYID,RATE,NETWORK,GROBIL,AGYCOM,NETDUE,NETTAX,Comment,Rejected,ICOST,PayeeName,Address1,Address2,Verified,Image_Name,SEQNO
,,,,,,,,,,,,,,,,200313,0453PM,30,GWATDS4R700,1000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200313,0626PM,30,GWATDS4R700,1000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200313,0649PM,30,GWATDS4R700,1000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200316,0745AM,30,GWATDS4R700,1000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200316,0842AM,30,GWATDS4R700,1000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200316,0358PM,30,GWATDS4R700,1000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200316,0553PM,30,GWATDS4R700,1000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200317,0958AM,30,GWATDS4R700,1000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200317,0452PM,30,GWATDS4R700,1000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200317,0554PM,30,GWATDS4R700,1000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200318,0626AM,30,GWATDS4R700,1000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200318,0526PM,30,GWATDS4R700,1000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200319,0656AM,30,GWATDS4R700,1000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200319,0923AM,30,GWATDS4R700,1000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200319,0358PM,30,GWATDS4R700,1000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200319,0632PM,30,GWATDS4R700,1000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200320,0819AM,30,GWATDS4R700,1000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200320,0858AM,30,GWATDS4R700,1000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200320,0653PM,30,GWATDS4R700,1000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200302,0656AM,30,GWATDS4R600,2300,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200302,0727AM,30,GWATDS4R600,2300,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200302,0814AM,30,GWATDS4R600,2300,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200302,0857AM,30,GWATDS4R600,2300,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200302,0323PM,30,GWATDS4R600,2300,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200302,0535PM,30,GWATDS4R600,2300,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200303,0726AM,30,GWATDS4R700,2300,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200303,0831AM,30,GWATDS4R700,2300,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200303,0858AM,30,GWATDS4R700,2300,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200303,0948AM,30,GWATDS4R700,2300,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200303,0344PM,30,GWATDS4R700,2300,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200303,0431PM,30,GWATDS4R700,2300,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200303,0557PM,30,GWATDS4R700,2300,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200303,0624PM,30,GWATDS4R700,2300,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200304,0626AM,30,GWATDS4R700,2300,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200304,0658AM,30,GWATDS4R700,2300,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200304,0815AM,30,GWATDS4R700,2300,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200304,0925AM,30,GWATDS4R700,2300,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200304,0536PM,30,GWATDS4R700,2300,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200304,0651PM,30,GWATDS4R700,2300,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200305,0612AM,30,GWATDS4R700,2300,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200305,0715AM,30,GWATDS4R700,2300,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200305,0801AM,30,GWATDS4R700,2300,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200305,0945AM,30,GWATDS4R700,2300,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200305,0342PM,30,GWATDS4R700,2300,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200305,0558PM,30,GWATDS4R700,2300,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200306,0716AM,30,GWATDS4R700,2300,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200306,0756AM,30,GWATDS4R700,2300,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200306,0828AM,30,GWATDS4R700,2300,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200306,0930AM,30,GWATDS4R700,2300,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200306,0344PM,30,GWATDS4R700,2300,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200306,0533PM,30,GWATDS4R700,2300,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200306,0553PM,30,GWATDS4R700,2300,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200306,0655PM,30,GWATDS4R700,2300,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200309,0657AM,30,GWATDS4R700,2300,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200309,0808AM,30,GWATDS4R700,2300,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200309,0858AM,30,GWATDS4R700,2300,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200309,0944AM,30,GWATDS4R700,2300,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200309,0321PM,30,GWATDS4R700,2300,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200309,0408PM,30,GWATDS4R700,2300,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200309,0539PM,30,GWATDS4R700,2300,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200309,0623PM,30,GWATDS4R700,2300,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200310,0658AM,30,GWATDS4R700,2300,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200310,0729AM,30,GWATDS4R700,2300,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200310,0826AM,30,GWATDS4R700,2300,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200310,0923AM,30,GWATDS4R700,2300,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200310,0430PM,30,GWATDS4R700,2300,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200310,0540PM,30,GWATDS4R700,2300,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200310,0626PM,30,GWATDS4R700,2300,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200311,0618AM,30,GWATDS4R700,2300,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200311,0759AM,30,GWATDS4R700,2300,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200311,0858AM,30,GWATDS4R700,2300,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200311,0950AM,30,GWATDS4R700,2300,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200311,0350PM,30,GWATDS4R700,2300,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200311,0414PM,30,GWATDS4R700,2300,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200311,0556PM,30,GWATDS4R700,2300,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200311,0654PM,30,GWATDS4R700,2300,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200312,0625AM,30,GWATDS4R700,2300,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200312,0726AM,30,GWATDS4R700,2300,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200312,0755AM,30,GWATDS4R700,2300,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200312,0832AM,30,GWATDS4R700,2300,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200312,0349PM,30,GWATDS4R700,2300,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200312,0536PM,30,GWATDS4R700,2300,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200312,0652PM,30,GWATDS4R700,2300,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200313,0629AM,30,GWATDS4R700,2300,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200313,0700AM,30,GWATDS4R700,2300,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200313,0756AM,30,GWATDS4R700,2300,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200313,0925AM,30,GWATDS4R700,2300,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200313,0330PM,30,GWATDS4R700,2300,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200313,0348PM,30,GWATDS4R700,2300,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200313,0411PM,30,GWATDS4R700,2300,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200313,0559PM,30,GWATDS4R700,2300,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200316,0657AM,30,GWATDS4R700,2300,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200316,0828AM,30,GWATDS4R700,2300,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200316,0536PM,30,GWATDS4R700,2300,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200316,0624PM,30,GWATDS4R700,2300,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200317,0859AM,30,GWATDS4R700,2300,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200317,0409PM,30,GWATDS4R700,2300,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200317,0650PM,30,GWATDS4R700,2300,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200318,0951AM,30,GWATDS4R700,2300,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200318,0431PM,30,GWATDS4R700,2300,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200319,0627AM,30,GWATDS4R700,2300,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200319,0926AM,30,GWATDS4R700,2300,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200319,0325PM,30,GWATDS4R700,2300,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200319,0349PM,30,GWATDS4R700,2300,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200320,0712AM,30,GWATDS4R700,2300,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200320,0813AM,30,GWATDS4R700,2300,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,200320,0553PM,GWATDS4R700,:30,2300,,,,,,,,,,,,,,
